sample_id,sample_id_old,qpcr_sample_id,collect_site,frog_id,site,species,sample_status,extract_plate_id,extract_date,extract_lab,extract_tech,extract_loc,extract_well_pos,extract_neg_cont,extract_bd_pos_cont,qpcr_plate_id,qpcr_date,qpcr_file_name,qpcr_lab,qpcr_tech,qpcr_well_pos,qpcr_diluted,qpcr_neg_cont,sample_quality,sample_ipc,sample_rerun,sample_bd,sample_bd_ct,sample_bd_qty,sample_bd_swab_qty,sample_bsal,sample_bsal_ct,sample_bsal_qty,sample_bsal_swab_qty,notes,temp_pcr_id
191019-20-PA03-LICA,NA,NA,NA,191019-20,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,D3,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,D3,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13458
191019-20-PA05-LICL,NA,NA,NA,191019-20,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,D12,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,D10,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13460
191019-20-PA05-LICL,NA,NA,NA,191019-20,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,H6,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,H6,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13460
191019-21-PA03-LICA,NA,NA,NA,191019-21,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,C11,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,C9,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13462
191019-21-PA03-LICA,NA,NA,NA,191019-21,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,G5,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,G5,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13462
191019-22-PA03-LICA,NA,NA,NA,191019-22,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,D11,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,D9,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13464
191019-22-PA03-LICA,NA,NA,NA,191019-22,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,H5,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,H5,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13464
191019-23-PA03-LICA,NA,NA,NA,191019-23,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,D2,negative,positive,SERDP_151_11082019,2019-08-11T00:00:00Z,SERDP_151_11082019,RZlab,CLN,D1,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13466
191019-23-PA03-LICA,NA,NA,NA,191019-23,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,G8,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,G8,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13466
191019-24-PA03-LICA,NA,NA,NA,191019-24,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,E11,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,E9,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13468
191019-24-PA03-LICA,NA,NA,NA,191019-24,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,A6,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,A6,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13468
191019-25-PA03-LICA,NA,NA,NA,191019-25,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,B9,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,B7,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13470
191019-25-PA03-LICA,NA,NA,NA,191019-25,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,E3,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,E3,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13470
191019-26-PA03-LICA,NA,NA,NA,191019-26,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,F11,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,F9,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13472
191019-26-PA03-LICA,NA,NA,NA,191019-26,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,B6,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,B6,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13472
191019-27-PA03-LICA,NA,NA,NA,191019-27,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,C9,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,C7,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13474
191019-27-PA03-LICA,NA,NA,NA,191019-27,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,F3,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,F3,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13474
191019-28-PA03-LICA,NA,NA,NA,191019-28,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,D9,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,D7,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13476
191019-28-PA03-LICA,NA,NA,NA,191019-28,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,G3,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,G3,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13476
191019-29-PA03-LICA,NA,NA,NA,191019-29,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,G11,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,G9,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13478
191019-29-PA03-LICA,NA,NA,NA,191019-29,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,C6,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,C6,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13478
191019-30-PA03-LICA,NA,NA,NA,191019-30,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,E2,negative,positive,SERDP_151_11082019,2019-08-11T00:00:00Z,SERDP_151_11082019,RZlab,CLN,E1,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13480
191019-30-PA03-LICA,NA,NA,NA,191019-30,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,H8,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,H8,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13480
191019-31-PA03-LICA,NA,NA,NA,191019-31,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,H11,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,H9,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13482
191019-31-PA03-LICA,NA,NA,NA,191019-31,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,D6,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,D6,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13482
191019-32-PA03-LICA,NA,NA,NA,191019-32,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,E9,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,E7,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13484
191019-32-PA03-LICA,NA,NA,NA,191019-32,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,H3,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,H3,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13484
191019-33-PA03-LICA,NA,NA,NA,191019-33,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,A12,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,A10,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13486
191019-33-PA03-LICA,NA,NA,NA,191019-33,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,E6,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,E6,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13486
191019-34-PA03-LICA,NA,NA,NA,191019-34,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,F2,negative,positive,SERDP_151_11082019,2019-08-11T00:00:00Z,SERDP_151_11082019,RZlab,CLN,F1,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13488
191019-34-PA03-LICA,NA,NA,NA,191019-34,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,A9,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,A9,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13488
191019-35-PA03-LICA,NA,NA,NA,191019-35,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,G2,negative,positive,SERDP_151_11082019,2019-08-11T00:00:00Z,SERDP_151_11082019,RZlab,CLN,G1,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13490
191019-35-PA03-LICA,NA,NA,NA,191019-35,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,B9,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,B9,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13490
191019-36-PA03-LICA,NA,NA,NA,191019-36,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,H2,negative,positive,SERDP_151_11082019,2019-08-11T00:00:00Z,SERDP_151_11082019,RZlab,CLN,H1,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13492
191019-36-PA03-LICA,NA,NA,NA,191019-36,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,C9,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,C9,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13492
191019-37-PA03-LICA,NA,NA,NA,191019-37,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,B12,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,B10,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13494
191019-37-PA03-LICA,NA,NA,NA,191019-37,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,F6,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,F6,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13494
191019-38-PA03-LICA,NA,NA,NA,191019-38,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,A3,negative,positive,SERDP_151_11082019,2019-08-11T00:00:00Z,SERDP_151_11082019,RZlab,CLN,A2,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13496
191019-38-PA03-LICA,NA,NA,NA,191019-38,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,D9,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,D9,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13496
191019-39-PA03-LICA,NA,NA,NA,191019-39,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,F9,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,F7,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13498
191019-39-PA03-LICA,NA,NA,NA,191019-39,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,A4,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,A4,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13498
191019-40-PA03-LICA,NA,NA,NA,191019-40,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,C12,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,C10,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13500
191019-40-PA03-LICA,NA,NA,NA,191019-40,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,G6,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,G6,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13500
191020-01-PA05-NOVI,NA,NA,NA,191020-01,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,D10,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,D8,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13502
191020-01-PA05-NOVI,NA,NA,NA,191020-01,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,G4,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,G4,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13502
191020-02-PA05-NOVI,NA,NA,NA,191020-02,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,A1,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,A11,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13504
191020-02-PA05-NOVI,NA,NA,NA,191020-02,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,D7,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,D7,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13504
191020-03-PA05-NOVI,NA,NA,NA,191020-03,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,E3,negative,positive,SERDP_151_11082019,2019-08-11T00:00:00Z,SERDP_151_11082019,RZlab,CLN,E2,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13506
191020-03-PA05-NOVI,NA,NA,NA,191020-03,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,H9,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,H9,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13506
191020-04-PA05-NOVI,NA,NA,NA,191020-04,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,B1,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,B11,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13508
191020-04-PA05-NOVI,NA,NA,NA,191020-04,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,E7,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,E7,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13508
191020-05-PA05-NOVI,NA,NA,NA,191020-05,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,F3,negative,positive,SERDP_151_11082019,2019-08-11T00:00:00Z,SERDP_151_11082019,RZlab,CLN,F2,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13510
191020-05-PA05-NOVI,NA,NA,NA,191020-05,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,A10,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,A10,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13510
191020-06-PA05-NOVI,NA,NA,NA,191020-06,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,E10,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,E8,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13512
191020-06-PA05-NOVI,NA,NA,NA,191020-06,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,A5,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,A5,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13512
191020-07-PA05-NOVI,NA,NA,NA,191020-07,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,F10,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,F8,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13514
191020-07-PA05-NOVI,NA,NA,NA,191020-07,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,B5,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,B5,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13514
191020-08-PA05-NOVI,NA,NA,NA,191020-08,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,G3,negative,positive,SERDP_151_11082019,2019-08-11T00:00:00Z,SERDP_151_11082019,RZlab,CLN,G2,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13516
191020-08-PA05-NOVI,NA,NA,NA,191020-08,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,B10,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,B10,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13516
191020-09-PA05-NOVI,NA,NA,NA,191020-09,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,C1,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,C11,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13518
191020-09-PA05-NOVI,NA,NA,NA,191020-09,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,F7,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,F7,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13518
191020-10-PA05-NOVI,NA,NA,NA,191020-10,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,D1,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,D11,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13520
191020-10-PA05-NOVI,NA,NA,NA,191020-10,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,G7,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,G7,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13520
191020-11-PA05-NOVI,NA,NA,NA,191020-11,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,E1,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,E11,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13522
191020-11-PA05-NOVI,NA,NA,NA,191020-11,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,H7,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,H7,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13522
191020-12-PA05-NOVI,NA,NA,NA,191020-12,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,H3,negative,positive,SERDP_151_11082019,2019-08-11T00:00:00Z,SERDP_151_11082019,RZlab,CLN,H2,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13524
191020-12-PA05-NOVI,NA,NA,NA,191020-12,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,C10,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,C10,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13524
191020-13-PA05-NOVI,NA,NA,NA,191020-13,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,F1,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,F11,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13526
191020-13-PA05-NOVI,NA,NA,NA,191020-13,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,A8,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,A8,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13526
191020-14-PA05-NOVI,NA,NA,NA,191020-14,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,A4,negative,positive,SERDP_151_11082019,2019-08-11T00:00:00Z,SERDP_151_11082019,RZlab,CLN,A3,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13528
191020-14-PA05-NOVI,NA,NA,NA,191020-14,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,D10,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,D10,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13528
191020-15-PA05-NOVI,NA,NA,NA,191020-15,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,G10,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,G8,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13530
191020-15-PA05-NOVI,NA,NA,NA,191020-15,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,C5,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,C5,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13530
